history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME;TRADE_SESSION_DATE;RECALC_DATE
SNDX;IMOEX;24.07.2024;Индекс МосБиржи;Индекс МосБиржи;3051,76;3029,12;3054,34;3015,78;54541834247,66;0;0;2;5618193826423,214;RUB;1840968793,2881;3;;24.07.2024;
SNDX;IMOEX;25.07.2024;Индекс МосБиржи;Индекс МосБиржи;3041,37;3044,6;3045,7;3019,61;45402898686,65;0;0;2;5599069535066,849;RUB;1840968793,2881;3;;25.07.2024;
SNDX;IMOEX;26.07.2024;Индекс МосБиржи;Индекс МосБиржи;2993,23;3034,31;3060,68;2972,53;117295728436,57;0;0;2;5510434403142,867;RUB;1840968793,2881;3;;26.07.2024;
SNDX;IMOEX;29.07.2024;Индекс МосБиржи;Индекс МосБиржи;2906,95;2979,43;2979,43;2906,95;80012163595,47;0;0;2;5351598202489,541;RUB;1840968793,2881;3;;29.07.2024;
SNDX;IMOEX;30.07.2024;Индекс МосБиржи;Индекс МосБиржи;2944,78;2906,66;2951,66;2895,25;72640227262,16;0;0;2;5421253060119,404;RUB;1840968793,2881;3;;30.07.2024;
SNDX;IMOEX;31.07.2024;Индекс МосБиржи;Индекс МосБиржи;2942,68;2952,19;2961,7;2927,05;54526753602,44;0;0;2;5417379131337,019;RUB;1840968793,2881;3;;31.07.2024;
SNDX;IMOEX;01.08.2024;Индекс МосБиржи;Индекс МосБиржи;2935,69;2950,86;2966,66;2935,69;38981478051,05;0;0;2;5404520513014,436;RUB;1840968793,2881;3;;01.08.2024;
SNDX;IMOEX;02.08.2024;Индекс МосБиржи;Индекс МосБиржи;2899;2927,77;2932,16;2887,3;51177304095,63;0;0;2;5336959685233,494;RUB;1840968793,2881;3;;02.08.2024;
SNDX;IMOEX;05.08.2024;Индекс МосБиржи;Индекс МосБиржи;2828,72;2859,12;2868,46;2807,05;94554388275,77;0;0;2;5207578463628,052;RUB;1840968793,2881;3;;05.08.2024;
SNDX;IMOEX;06.08.2024;Индекс МосБиржи;Индекс МосБиржи;2830,75;2839,41;2863,45;2814,15;56190154161,13;0;0;2;5211331576691,471;RUB;1840968793,2881;3;;06.08.2024;
SNDX;IMOEX;07.08.2024;Индекс МосБиржи;Индекс МосБиржи;2874,94;2840,21;2875,45;2803,47;72944968965,92;0;0;2;5292678577947,311;RUB;1840968793,2881;3;;07.08.2024;
SNDX;IMOEX;08.08.2024;Индекс МосБиржи;Индекс МосБиржи;2852,51;2877,8;2888,1;2846,93;50925758473,76;0;0;2;5251383600612,379;RUB;1840968793,2881;3;;08.08.2024;
SNDX;IMOEX;09.08.2024;Индекс МосБиржи;Индекс МосБиржи;2848,29;2841,82;2867,29;2829,72;34210258006,59;0;0;2;5243616359729,679;RUB;1840968793,2881;3;;09.08.2024;
SNDX;IMOEX;12.08.2024;Индекс МосБиржи;Индекс МосБиржи;2844,77;2840,33;2858,96;2814,58;52648616171,28;0;0;2;5237127101385,223;RUB;1840968793,2881;3;;12.08.2024;
SNDX;IMOEX;13.08.2024;Индекс МосБиржи;Индекс МосБиржи;2884,6;2858,93;2895,28;2858,93;53550433182,7;0;0;2;5310464745835,849;RUB;1840968793,2881;3;;13.08.2024;
SNDX;IMOEX;14.08.2024;Индекс МосБиржи;Индекс МосБиржи;2871,11;2894,3;2908,63;2867,64;55379302091,44;0;0;2;5285618571591,738;RUB;1840968793,2881;3;;14.08.2024;
SNDX;IMOEX;15.08.2024;Индекс МосБиржи;Индекс МосБиржи;2838,11;2865,45;2868,24;2835,69;42770537783,08;0;0;2;5224873515729,932;RUB;1840968793,2881;3;;15.08.2024;
SNDX;IMOEX;16.08.2024;Индекс МосБиржи;Индекс МосБиржи;2828,2;2838,78;2847,32;2825,12;35419838940,4;0;0;2;5206624317921,922;RUB;1840968793,2881;3;;16.08.2024;
SNDX;IMOEX;19.08.2024;Индекс МосБиржи;Индекс МосБиржи;2775,64;2819,72;2826,24;2775,64;65134610086,68;0;0;2;5109872025630,132;RUB;1840968793,2881;3;;19.08.2024;
SNDX;IMOEX;20.08.2024;Индекс МосБиржи;Индекс МосБиржи;2768,42;2780,43;2799,85;2749,26;76630352630,9;0;0;2;5096578385308,785;RUB;1840968793,2881;3;;20.08.2024;
SNDX;IMOEX;21.08.2024;Индекс МосБиржи;Индекс МосБиржи;2768,14;2771,15;2783,44;2744,51;73178443981,36;0;0;2;5096065805888,018;RUB;1840968793,2881;3;;21.08.2024;
SNDX;IMOEX;22.08.2024;Индекс МосБиржи;Индекс МосБиржи;2725,75;2774,49;2786,76;2725,47;92476656421,35;0;0;2;5018013480065,154;RUB;1840968793,2881;3;;22.08.2024;
SNDX;IMOEX;23.08.2024;Индекс МосБиржи;Индекс МосБиржи;2662,47;2718,11;2729,27;2650,19;110196674146,95;0;0;2;4901515262643,792;RUB;1840968793,2881;3;;23.08.2024;
SNDX;IMOEX;26.08.2024;Индекс МосБиржи;Индекс МосБиржи;2763,75;2746,97;2795,47;2726,98;99653396406,07;0;0;2;5087971852834,718;RUB;1840968793,2881;3;;26.08.2024;
SNDX;IMOEX;27.08.2024;Индекс МосБиржи;Индекс МосБиржи;2730,38;2784,24;2800;2726,48;73047883312;0;0;2;5026549393386,556;RUB;1840968793,2881;3;;27.08.2024;
SNDX;IMOEX;28.08.2024;Индекс МосБиржи;Индекс МосБиржи;2699,98;2729,72;2729,72;2664,3;94586429599,75;0;0;2;4970574949068,017;RUB;1840968793,2881;3;;28.08.2024;
SNDX;IMOEX;29.08.2024;Индекс МосБиржи;Индекс МосБиржи;2708,27;2714,44;2723,5;2679,43;85021074135,97;0;0;2;4985832138302,3545;RUB;1840968793,2881;3;;29.08.2024;
SNDX;IMOEX;30.08.2024;Индекс МосБиржи;Индекс МосБиржи;2650,32;2717,68;2724,53;2641,08;84958860158,53;0;0;2;4879152970599,89;RUB;1840968793,2881;3;;30.08.2024;
SNDX;IMOEX;02.09.2024;Индекс МосБиржи;Индекс МосБиржи;2545,07;2622,55;2627,58;2540,49;108326589865,18;0;0;2;4685388354110,64;RUB;1840968793,2881;3;;02.09.2024;
SNDX;IMOEX;03.09.2024;Индекс МосБиржи;Индекс МосБиржи;2524,38;2552,32;2603,01;2512,7;117741356417,71;0;0;2;4647310125896,49;RUB;1840968793,2881;3;;03.09.2024;
SNDX;IMOEX;04.09.2024;Индекс МосБиржи;Индекс МосБиржи;2605,15;2539,4;2605,15;2534,21;76906287998,23;0;0;2;4795992442870,514;RUB;1840968793,2881;3;;04.09.2024;
SNDX;IMOEX;05.09.2024;Индекс МосБиржи;Индекс МосБиржи;2621,62;2631,33;2662;2607,52;94482305833,58;0;0;2;4826322218220,844;RUB;1840968793,2881;3;;05.09.2024;
SNDX;IMOEX;06.09.2024;Индекс МосБиржи;Индекс МосБиржи;2623,37;2619,23;2648,38;2604,67;59440728924,85;0;0;2;4829537708941,797;RUB;1840968793,2881;3;;06.09.2024;
SNDX;IMOEX;09.09.2024;Индекс МосБиржи;Индекс МосБиржи;2703,17;2642,31;2703,58;2642,31;71836158678,05;0;0;2;4976450007934,387;RUB;1840968793,2881;3;;09.09.2024;
SNDX;IMOEX;10.09.2024;Индекс МосБиржи;Индекс МосБиржи;2671,38;2722,13;2729,73;2667,06;68662304754,42;0;0;2;4917921773846,734;RUB;1840968793,2881;3;;10.09.2024;
SNDX;IMOEX;11.09.2024;Индекс МосБиржи;Индекс МосБиржи;2668,03;2675,16;2690,58;2657,77;44925881232,74;0;0;2;4911766410678,099;RUB;1840968793,2881;3;;11.09.2024;
SNDX;IMOEX;12.09.2024;Индекс МосБиржи;Индекс МосБиржи;2615;2656,31;2656,31;2603,81;63903593629,84;0;0;2;4814125968821,904;RUB;1840968793,2881;3;;12.09.2024;
SNDX;IMOEX;13.09.2024;Индекс МосБиржи;Индекс МосБиржи;2678,99;2629,31;2682,16;2582,79;122001987216,4;0;0;2;4931930570750,306;RUB;1840968793,2881;3;;13.09.2024;
SNDX;IMOEX;16.09.2024;Индекс МосБиржи;Индекс МосБиржи;2744,2;2696,66;2746,11;2685,38;83013075200;0;0;2;5051993307319,032;RUB;1840968793,2881;3;;16.09.2024;
SNDX;IMOEX;17.09.2024;Индекс МосБиржи;Индекс МосБиржи;2774,04;2753,2;2780,24;2726,91;79582960417,52;0;0;2;5106916684057,6;RUB;1840968793,2881;3;;17.09.2024;
SNDX;IMOEX;18.09.2024;Индекс МосБиржи;Индекс МосБиржи;2751,73;2776,38;2784,15;2742,48;69307069306,58;0;0;2;5065848160925,87;RUB;1840968793,2881;3;;18.09.2024;
SNDX;IMOEX;19.09.2024;Индекс МосБиржи;Индекс МосБиржи;2758,91;2746,41;2777,93;2735,67;70338853740,8;0;0;2;5079066144594,417;RUB;1840968793,2881;3;;19.09.2024;
SNDX;IMOEX;20.09.2024;Индекс МосБиржи;Индекс МосБиржи;2782,35;2760,12;2795,72;2760,12;60484298738,62;0;0;2;5511430740808,556;RUB;1980854948,3018;3;;20.09.2024;
SNDX;IMOEX;23.09.2024;Индекс МосБиржи;Индекс МосБиржи;2819,87;2797;2832,22;2797;82240145601,76;0;0;2;5585760112017,205;RUB;1980854948,3018;3;;23.09.2024;
SNDX;IMOEX;24.09.2024;Индекс МосБиржи;Индекс МосБиржи;2871,96;2849;2871,96;2822,19;113461496980,82;0;0;2;5688929471817,472;RUB;1980854948,3018;3;;24.09.2024;
SNDX;IMOEX;25.09.2024;Индекс МосБиржи;Индекс МосБиржи;2830,11;2878,59;2887,68;2829,75;109827272627,75;0;0;2;5606038200912,232;RUB;1980854948,3018;3;;25.09.2024;
SNDX;IMOEX;26.09.2024;Индекс МосБиржи;Индекс МосБиржи;2829,65;2819,74;2847,78;2807,3;85196945380,32;0;0;2;5605136020113,839;RUB;1980854948,3018;3;;26.09.2024;
SNDX;IMOEX;27.09.2024;Индекс МосБиржи;Индекс МосБиржи;2858,56;2838,11;2861,95;2826,89;59513508934,87;0;0;2;5662384401520,504;RUB;1980854948,3018;3;;27.09.2024;
SNDX;IMOEX;30.09.2024;Индекс МосБиржи;Индекс МосБиржи;2857,56;2861,37;2889,87;2841,3;95737568417,04;0;0;2;5660404136293,379;RUB;1980854948,3018;3;;30.09.2024;
SNDX;IMOEX;01.10.2024;Индекс МосБиржи;Индекс МосБиржи;2814,19;2831,17;2837,42;2792,21;98224295179,5;0;0;2;5574493707581,806;RUB;1980854948,3018;3;;01.10.2024;
SNDX;IMOEX;02.10.2024;Индекс МосБиржи;Индекс МосБиржи;2766,79;2823,42;2838,77;2766,79;84560332899,84;0;0;2;5480616203547,536;RUB;1980854948,3018;3;;02.10.2024;
SNDX;IMOEX;03.10.2024;Индекс МосБиржи;Индекс МосБиржи;2782,39;2767,51;2790,98;2739,92;87671468722,59;0;0;2;5511518147802,202;RUB;1980854948,3018;3;;03.10.2024;
SNDX;IMOEX;04.10.2024;Индекс МосБиржи;Индекс МосБиржи;2804,62;2799,96;2818,12;2789,94;56229804004,11;0;0;2;5555553776968,927;RUB;1980854948,3018;3;;04.10.2024;
SNDX;IMOEX;07.10.2024;Индекс МосБиржи;Индекс МосБиржи;2793,84;2807,85;2817,45;2779,34;54269115201,06;0;0;2;5534192041412,661;RUB;1980854948,3018;3;;07.10.2024;
SNDX;IMOEX;08.10.2024;Индекс МосБиржи;Индекс МосБиржи;2788,37;2786,58;2799,3;2774,74;51851658333,37;0;0;2;5523348720025,422;RUB;1980854948,3018;3;;08.10.2024;
SNDX;IMOEX;09.10.2024;Индекс МосБиржи;Индекс МосБиржи;2748,81;2787,38;2790,14;2748,81;57169478963,14;0;0;2;5444996738827,909;RUB;1980854948,3018;3;;09.10.2024;
SNDX;IMOEX;10.10.2024;Индекс МосБиржи;Индекс МосБиржи;2761,54;2754,16;2775,86;2752,24;46545077193,42;0;0;2;5470220005250,235;RUB;1980854948,3018;3;;10.10.2024;
SNDX;IMOEX;11.10.2024;Индекс МосБиржи;Индекс МосБиржи;2754,52;2758,11;2763;2737,96;47511181067,78;0;0;2;5456299427716,553;RUB;1980854948,3018;3;;11.10.2024;
SNDX;IMOEX;14.10.2024;Индекс МосБиржи;Индекс МосБиржи;2773,36;2744,93;2788,18;2723,3;79902621806,91;0;0;2;5477950938147,688;RUB;1975206622,8507;3;;14.10.2024;
SNDX;IMOEX;15.10.2024;Индекс МосБиржи;Индекс МосБиржи;2805,79;2774,56;2810,13;2766,79;58693120361,44;0;0;2;5542007246513,142;RUB;1975206622,8507;3;;15.10.2024;
SNDX;IMOEX;16.10.2024;Индекс МосБиржи;Индекс МосБиржи;2783,46;2805,98;2827,15;2781,28;64909278303,74;0;0;2;5497916816524,153;RUB;1975206622,8507;3;;16.10.2024;
SNDX;IMOEX;17.10.2024;Индекс МосБиржи;Индекс МосБиржи;2763,53;2786,82;2795,14;2763,53;50966828617,82;0;0;2;5458533550311,619;RUB;1975206622,8507;3;;17.10.2024;
SNDX;IMOEX;18.10.2024;Индекс МосБиржи;Индекс МосБиржи;2751,9;2756,3;2770,45;2744,36;51860633640,68;0;0;2;5435578298744,082;RUB;1975206622,8507;3;;18.10.2024;
SNDX;IMOEX;21.10.2024;Индекс МосБиржи;Индекс МосБиржи;2767,71;2759,58;2779,73;2759,58;56778263660,35;0;0;2;5466798659768,81;RUB;1975206622,8507;3;;21.10.2024;
SNDX;IMOEX;22.10.2024;Индекс МосБиржи;Индекс МосБиржи;2755,19;2772,23;2783,82;2754,08;51686245338,62;0;0;2;5442064646306,085;RUB;1975206622,8507;3;;22.10.2024;
SNDX;IMOEX;23.10.2024;Индекс МосБиржи;Индекс МосБиржи;2734,93;2749,53;2755,22;2730,49;58973318264,93;0;0;2;5402048163170,996;RUB;1975206622,8507;3;;23.10.2024;
SNDX;IMOEX;24.10.2024;Индекс МосБиржи;Индекс МосБиржи;2718,42;2723,04;2730,58;2690,83;59473925689,49;0;0;2;5369445251853,445;RUB;1975206622,8507;3;;24.10.2024;
SNDX;IMOEX;25.10.2024;Индекс МосБиржи;Индекс МосБиржи;2660,36;2723,01;2751,23;2657,31;122703298567,75;0;0;2;5254762291722,089;RUB;1975206622,8507;3;;25.10.2024;
SNDX;IMOEX;28.10.2024;Индекс МосБиржи;Индекс МосБиржи;2575,06;2635,95;2652,12;2570,2;107753511272,85;0;0;2;5086266697844,117;RUB;1975206622,8507;3;;28.10.2024;
SNDX;IMOEX;29.10.2024;Индекс МосБиржи;Индекс МосБиржи;2599,66;2582,29;2612,94;2557,65;84296601420,53;0;0;2;5134856503432,507;RUB;1975206622,8507;3;;29.10.2024;
SNDX;IMOEX;30.10.2024;Индекс МосБиржи;Индекс МосБиржи;2615,38;2608,5;2631,8;2592,15;63201741080,99;0;0;2;5165914596153,929;RUB;1975206622,8507;3;;30.10.2024;
SNDX;IMOEX;31.10.2024;Индекс МосБиржи;Индекс МосБиржи;2560,2;2582,47;2593,11;2551,2;71471789145,84;0;0;2;5056923788308,386;RUB;1975206622,8507;3;;31.10.2024;
SNDX;IMOEX;01.11.2024;Индекс МосБиржи;Индекс МосБиржи;2574,71;2562,49;2581,47;2541,82;69804796929,25;0;0;2;5085588715101,291;RUB;1975206622,8507;3;;01.11.2024;
SNDX;IMOEX;02.11.2024;Индекс МосБиржи;Индекс МосБиржи;2594,38;2579,11;2603,1;2579,11;35242560105,29;0;0;2;5124445237234,127;RUB;1975206622,8507;3;;02.11.2024;
SNDX;IMOEX;05.11.2024;Индекс МосБиржи;Индекс МосБиржи;2616,51;2614,13;2624,13;2600,48;47706690692,71;0;0;2;5168152800578,855;RUB;1975206622,8507;3;;05.11.2024;
SNDX;IMOEX;06.11.2024;Индекс МосБиржи;Индекс МосБиржи;2662,87;2676,85;2712,29;2650,6;136880845463;0;0;2;5259726049675,009;RUB;1975206622,8507;3;;06.11.2024;
SNDX;IMOEX;07.11.2024;Индекс МосБиржи;Индекс МосБиржи;2690,63;2662,87;2693,93;2633,59;75952754512,47;0;0;2;5314542709280,235;RUB;1975206622,8507;3;;07.11.2024;
SNDX;IMOEX;08.11.2024;Индекс МосБиржи;Индекс МосБиржи;2734,56;2721,64;2749,62;2713,5;91380332226,12;0;0;2;5401329158863,508;RUB;1975206622,8507;3;;08.11.2024;
SNDX;IMOEX;11.11.2024;Индекс МосБиржи;Индекс МосБиржи;2785,31;2782,97;2797,94;2765,18;117885566768,21;0;0;2;5501571564982,462;RUB;1975206622,8507;3;;11.11.2024;
SNDX;IMOEX;12.11.2024;Индекс МосБиржи;Индекс МосБиржи;2756,76;2779,92;2779,92;2747,76;76121460720,21;0;0;2;5445169610547,263;RUB;1975206622,8507;3;;12.11.2024;
SNDX;IMOEX;13.11.2024;Индекс МосБиржи;Индекс МосБиржи;2763,99;2748,61;2771,67;2740,17;72750219157,41;0;0;2;5459451893728,682;RUB;1975206622,8507;3;;13.11.2024;
SNDX;IMOEX;14.11.2024;Индекс МосБиржи;Индекс МосБиржи;2697,47;2740,53;2740,53;2694,56;72939358165,15;0;0;2;5328053923079,15;RUB;1975206622,8507;3;;14.11.2024;
SNDX;IMOEX;15.11.2024;Индекс МосБиржи;Индекс МосБиржи;2739,21;2703,67;2740,08;2697,44;67367423375,4;0;0;2;5410511257864,637;RUB;1975206622,8507;3;;15.11.2024;
SNDX;IMOEX;18.11.2024;Индекс МосБиржи;Индекс МосБиржи;2720,77;2703,31;2729,49;2687,45;94834420304,36;0;0;2;5374082712687,057;RUB;1975206622,8507;3;;18.11.2024;
SNDX;IMOEX;19.11.2024;Индекс МосБиржи;Индекс МосБиржи;2630,51;2713,73;2716,38;2623,59;118720117088,93;0;0;2;5195800841841,6875;RUB;1975206622,8507;3;;19.11.2024;
SNDX;IMOEX;20.11.2024;Индекс МосБиржи;Индекс МосБиржи;2596,89;2640,09;2665,79;2596,06;92951735017,04;0;0;2;5129396551919,959;RUB;1975206622,8507;3;;20.11.2024;
SNDX;IMOEX;21.11.2024;Индекс МосБиржи;Индекс МосБиржи;2568,6;2596,85;2606,14;2557,54;106854126928,31;0;0;2;5073522749807,6;RUB;1975206622,8507;3;;21.11.2024;
SNDX;IMOEX;22.11.2024;Индекс МосБиржи;Индекс МосБиржи;2581,05;2617,66;2628,5;2577;86859377531,06;0;0;2;5098099187711,563;RUB;1975206622,8507;3;;22.11.2024;
SNDX;IMOEX;25.11.2024;Индекс МосБиржи;Индекс МосБиржи;2530,69;2583,42;2592,89;2517,58;90550582870,33;0;0;2;4937667176383,47;RUB;1951113246,1063;3;;25.11.2024;
SNDX;IMOEX;26.11.2024;Индекс МосБиржи;Индекс МосБиржи;2464,35;2521,89;2544,83;2455,47;130236296225,19;0;0;2;4808222998664,669;RUB;1951113246,1063;3;;26.11.2024;
SNDX;IMOEX;27.11.2024;Индекс МосБиржи;Индекс МосБиржи;2491,88;2468,73;2512,59;2426,02;167846867706,32;0;0;2;4861939738012,919;RUB;1951113246,1063;3;;27.11.2024;
SNDX;IMOEX;28.11.2024;Индекс МосБиржи;Индекс МосБиржи;2547,88;2530,87;2560,55;2502;112723609734,02;0;0;2;4971211487986,993;RUB;1951113246,1063;3;;28.11.2024;
SNDX;IMOEX;29.11.2024;Индекс МосБиржи;Индекс МосБиржи;2578;2546,13;2581,88;2533,99;106300055910,89;0;0;2;5029979283699,619;RUB;1951113246,1063;3;;29.11.2024;
SNDX;IMOEX;02.12.2024;Индекс МосБиржи;Индекс МосБиржи;2586,74;2584,19;2600,28;2578,52;81910300544,3;0;0;2;5047020292554,428;RUB;1951113246,1063;3;;02.12.2024;
SNDX;IMOEX;03.12.2024;Индекс МосБиржи;Индекс МосБиржи;2539,64;2585,34;2588,87;2523,54;77669897357,02;0;0;2;4920112540224,606;RUB;1937330022,2731;3;;03.12.2024;
SNDX;IMOEX;04.12.2024;Индекс МосБиржи;Индекс МосБиржи;2485,62;2538,24;2555,99;2482,37;86617126357,72;0;0;2;4815472058415,979;RUB;1937330022,2731;3;;04.12.2024;
SNDX;IMOEX;05.12.2024;Индекс МосБиржи;Индекс МосБиржи;2510,83;2473,75;2525,45;2438,84;115562958918,94;0;0;2;4864309331094,77;RUB;1937330022,2731;3;;05.12.2024;
SNDX;IMOEX;06.12.2024;Индекс МосБиржи;Индекс МосБиржи;2536,23;2527,04;2552,6;2505,9;89323737028,4;0;0;2;4913509550060,843;RUB;1937330022,2731;3;;06.12.2024;
SNDX;IMOEX;09.12.2024;Индекс МосБиржи;Индекс МосБиржи;2572,89;2548,08;2586,31;2543,94;73923620135,87;0;0;2;4984542202598,025;RUB;1937330022,2731;3;;09.12.2024;
SNDX;IMOEX;10.12.2024;Индекс МосБиржи;Индекс МосБиржи;2522,75;2570,01;2570,01;2515,76;78006621722,54;0;0;2;4887391892172,896;RUB;1937330022,2731;3;;10.12.2024;
SNDX;IMOEX;11.12.2024;Индекс МосБиржи;Индекс МосБиржи;2512,54;2514,78;2531,95;2499,82;62860892861,29;0;0;2;4867612791610,16;RUB;1937330022,2731;3;;11.12.2024;
SNDX;IMOEX;12.12.2024;Индекс МосБиржи;Индекс МосБиржи;2492,63;2526,66;2548,06;2488,08;70292788307,46;0;0;2;4829045455089,618;RUB;1937330022,2731;3;;12.12.2024;
SNDX;IMOEX;13.12.2024;Индекс МосБиржи;Индекс МосБиржи;2485,2;2478,78;2487,42;2466,73;57518220727,43;0;0;2;4814659847385,524;RUB;1937330022,2731;3;;13.12.2024;
SNDX;IMOEX;16.12.2024;Индекс МосБиржи;Индекс МосБиржи;2420,3;2474,62;2474,62;2419,57;74593167173,6;0;0;2;4688917568782,647;RUB;1937330022,2731;3;;16.12.2024;
SNDX;IMOEX;17.12.2024;Индекс МосБиржи;Индекс МосБиржи;2377,15;2391,49;2414,17;2370,28;70220415247,65;0;0;2;4605315415461,679;RUB;1937330022,2731;3;;17.12.2024;
SNDX;IMOEX;18.12.2024;Индекс МосБиржи;Индекс МосБиржи;2409,35;2394,47;2410,19;2380,5;57219052976,57;0;0;2;4667709014526,228;RUB;1937330022,2731;3;;18.12.2024;
SNDX;IMOEX;19.12.2024;Индекс МосБиржи;Индекс МосБиржи;2416,45;2428,56;2468,98;2410,22;140860957167,26;0;0;2;4681458115704,874;RUB;1937330022,2731;3;;19.12.2024;
SNDX;IMOEX;20.12.2024;Индекс МосБиржи;Индекс МосБиржи;2638,42;2420,45;2652,58;2419,65;241593379841,51;0;0;2;5706116813191,087;RUB;2162703487,1748;3;;20.12.2024;
SNDX;IMOEX;23.12.2024;Индекс МосБиржи;Индекс МосБиржи;2702,48;2668,72;2738,7;2658,64;195245804128,16;0;0;2;5844664389718,985;RUB;2162703487,1748;3;;23.12.2024;
SNDX;IMOEX;24.12.2024;Индекс МосБиржи;Индекс МосБиржи;2690,96;2710,92;2722,65;2678,86;122949136551,27;0;0;2;5819747764533,449;RUB;2162703487,1748;3;;24.12.2024;
SNDX;IMOEX;25.12.2024;Индекс МосБиржи;Индекс МосБиржи;2732,83;2680,25;2751,11;2666,38;147108448115,16;0;0;2;5910295323978,571;RUB;2162703487,1748;3;;25.12.2024;
SNDX;IMOEX;26.12.2024;Индекс МосБиржи;Индекс МосБиржи;2766,57;2749,49;2776,33;2738,31;109309247206,51;0;0;2;5983264036615,047;RUB;2162703487,1748;3;;26.12.2024;
SNDX;IMOEX;27.12.2024;Индекс МосБиржи;Индекс МосБиржи;2757,45;2754,56;2766,03;2743,18;73072352135,11;0;0;2;5963554176453,965;RUB;2162703487,1748;3;;27.12.2024;
SNDX;IMOEX;28.12.2024;Индекс МосБиржи;Индекс МосБиржи;2786,67;2763,48;2798,49;2763,48;78817484706,07;0;0;2;6026747653121,912;RUB;2162703487,1748;3;;28.12.2024;
SNDX;IMOEX;30.12.2024;Индекс МосБиржи;Индекс МосБиржи;2883,04;2809,12;2883,04;2809,12;83424690079,4;0;0;2;6235166029489,137;RUB;2162703487,1748;3;;30.12.2024;
SNDX;IMOEX;03.01.2025;Индекс МосБиржи;Индекс МосБиржи;2828,5;2892,64;2898,71;2815,2;66657301223,25;0;0;2;6117196782830,674;RUB;2162703487,1748;3;;03.01.2025;
SNDX;IMOEX;06.01.2025;Индекс МосБиржи;Индекс МосБиржи;2816,26;2813,32;2822,34;2794,2;44096480741,07;0;0;2;6090740520290,693;RUB;2162703487,1748;3;;06.01.2025;
SNDX;IMOEX;08.01.2025;Индекс МосБиржи;Индекс МосБиржи;2840,79;2814,88;2847,49;2813,39;45261512388,75;0;0;2;6143789556771,317;RUB;2162703487,1748;3;;08.01.2025;
SNDX;IMOEX;09.01.2025;Индекс МосБиржи;Индекс МосБиржи;2773,12;2841,61;2853,96;2768,58;104232759034,68;0;0;2;5997428674539,202;RUB;2162703487,1748;3;;09.01.2025;
SNDX;IMOEX;10.01.2025;Индекс МосБиржи;Индекс МосБиржи;2824,59;2767,27;2843,34;2744,58;156138465906,66;0;0;2;6108744753644,671;RUB;2162703487,1748;3;;10.01.2025;
SNDX;IMOEX;13.01.2025;Индекс МосБиржи;Индекс МосБиржи;2866,11;2852,31;2882,49;2835,12;143088428936,74;0;0;2;6198541754223,585;RUB;2162703487,1748;3;;13.01.2025;
SNDX;IMOEX;14.01.2025;Индекс МосБиржи;Индекс МосБиржи;2859,51;2847,36;2881,79;2828,41;101094744723,59;0;0;2;6184270894480,615;RUB;2162703487,1748;3;;14.01.2025;
SNDX;IMOEX;15.01.2025;Индекс МосБиржи;Индекс МосБиржи;2842,96;2867,93;2879,64;2838,59;72617602967,54;0;0;2;6148477461528,841;RUB;2162703487,1748;3;;15.01.2025;
SNDX;IMOEX;16.01.2025;Индекс МосБиржи;Индекс МосБиржи;2911,29;2893,67;2929,28;2892,47;110681339886,9;0;0;2;6296250937665,5625;RUB;2162703487,1748;3;;16.01.2025;
SNDX;IMOEX;17.01.2025;Индекс МосБиржи;Индекс МосБиржи;2945,52;2905,26;2949,7;2893,16;112324572443,12;0;0;2;6370283835328,933;RUB;2162703487,1748;3;;17.01.2025;
SNDX;IMOEX;20.01.2025;Индекс МосБиржи;Индекс МосБиржи;2929,55;2974,56;2983,3;2918,34;142165381310,62;0;0;2;6335737314138,192;RUB;2162703487,1748;3;;20.01.2025;
SNDX;IMOEX;21.01.2025;Индекс МосБиржи;Индекс МосБиржи;2934,71;2918,08;2937,32;2884,94;90754857266,51;0;0;2;6346913692089,728;RUB;2162703487,1748;3;;21.01.2025;
SNDX;IMOEX;22.01.2025;Индекс МосБиржи;Индекс МосБиржи;2972,62;2944,63;2972,83;2924,74;93131294269,36;0;0;2;6428891222135,182;RUB;2162703487,1748;3;;22.01.2025;
SNDX;IMOEX;23.01.2025;Индекс МосБиржи;Индекс МосБиржи;2926,1;2942,62;2944,4;2910,26;73776565458,26;0;0;2;6328285340902,291;RUB;2162703487,1748;3;;23.01.2025;
SNDX;IMOEX;24.01.2025;Индекс МосБиржи;Индекс МосБиржи;2947,94;2953,18;2969,31;2933,71;100588799910,2;0;0;2;6375513674046,008;RUB;2162703487,1748;3;;24.01.2025;
SNDX;IMOEX;27.01.2025;Индекс МосБиржи;Индекс МосБиржи;2891,39;2942,45;2946,36;2885,49;74492100551,63;0;0;2;6253209950411,542;RUB;2162703487,1748;3;;27.01.2025;
SNDX;IMOEX;28.01.2025;Индекс МосБиржи;Индекс МосБиржи;2931,97;2890,62;2934,65;2866,81;85802124548,44;0;0;2;6340986192088,147;RUB;2162703487,1748;3;;28.01.2025;
SNDX;IMOEX;29.01.2025;Индекс МосБиржи;Индекс МосБиржи;2950,68;2930,86;2957,64;2925,49;70527538069,17;0;0;2;6381448700104,456;RUB;2162703487,1748;3;;29.01.2025;
